2444668.30853,04/03/1981 19:24,4.527509,5.448532,43.5449,63.3592,0.00,0.00
2444809.67061,24/07/1981 04:06,5.825846,5.453511,33.8406,66.2511,0.00,0.00
2451693.16391,28/05/2000 15:56,5.963150,4.990543,33.0614,68.8533,0.00,0.00
2459205.25829,21/12/2020 18:12,5.925868,5.099192,33.2694,6.1048,0.00,0.00
2466458.98541,31/10/2040 11:39,6.369747,5.452846,30.9510,67.8726,0.00,0.00
2473557.43214,07/04/2060 22:22,5.741296,5.040950,34.3389,67.4014,0.00,0.00
2480838.55819,15/03/2080 01:24,5.785185,5.110068,34.0784,6.0183,0.00,0.00
2488330.43318,18/09/2100 22:24,6.296676,5.443976,31.3102,72.8729,0.00,0.00
2495204.47236,15/07/2119 23:20,5.795990,5.036337,34.0149,57.0347,0.00,0.00
2502692.16536,14/01/2140 15:58,5.936515,5.048098,33.2097,14.5050,0.00,0.00
2509972.62293,21/12/2159 02:57,6.011056,5.445606,32.7979,71.8167,0.00,0.00
2517070.63384,28/05/2179 03:13,6.064807,5.100126,32.5072,49.7833,0.00,0.00
2524325.43750,07/04/2199 22:30,5.643088,5.057026,34.9365,25.0380,0.00,0.00
2531836.45695,31/10/2219 22:58,6.405295,5.420308,30.7792,72.3681,0.00,0.00
2538722.19450,07/09/2238 16:40,5.384429,5.096293,36.6148,39.4442,0.00,0.00
2538849.96871,13/01/2239 11:15,4.201750,5.140929,46.9209,47.6272,0.00,0.00
2538918.33394,22/03/2239 20:01,5.067217,5.165698,38.9070,45.2697,0.00,0.00
2546175.61781,03/02/2259 02:50,5.921491,5.004230,33.2940,33.3416,0.00,0.00
2553484.22038,06/02/2279 17:17,5.479705,5.423136,35.9782,69.6050,0.00,0.00
2553573.76052,07/05/2279 06:15,4.405673,5.406594,44.7491,73.7589,0.00,0.00
2553690.09117,31/08/2279 14:11,5.586518,5.380359,35.2903,75.1717,0.00,0.00
2560580.29391,12/07/2298 19:03,6.175490,5.165525,31.9246,28.2046,0.00,0.00
2567807.77034,27/04/2318 06:29,5.564482,5.011185,35.4301,41.7165,0.00,0.00
2575331.76314,02/12/2338 06:19,6.363162,5.385805,30.9830,66.5709,0.00,0.00
2582443.69913,23/05/2358 04:47,5.820629,5.239248,33.8709,18.4597,0.00,0.00
2589655.45451,18/02/2378 22:54,5.892744,4.970317,33.4564,49.2678,0.00,0.00
2597186.39917,02/10/2398 21:35,5.800407,5.333477,33.9890,66.6496,0.00,0.00
2604087.18081,24/08/2417 16:20,6.118407,5.232504,32.2224,5.4086,0.00,0.00
2611286.88226,11/05/2437 09:10,5.540602,4.975066,35.5828,55.3000,0.00,0.00
2618819.06516,24/12/2457 13:34,6.286210,5.343085,31.3623,56.8601,0.00,0.00
2625953.33454,06/07/2477 20:02,6.188477,5.304376,31.8576,6.3202,0.00,0.00
2633134.05365,04/03/2497 13:17,5.868074,4.948439,33.5971,61.7981,0.00,0.00
2640672.42599,24/10/2517 22:13,5.849616,5.281899,33.7031,54.8824,0.00,0.00
2647595.61237,08/10/2536 02:42,5.888487,5.297602,33.4806,17.0461,0.00,0.00
2654766.72945,27/05/2556 05:30,5.523467,4.950750,35.6932,65.3141,0.00,0.00
2662302.30612,12/01/2577 19:21,6.208866,5.294049,31.7530,43.9749,0.00,0.00
2669460.68919,19/08/2596 04:32,6.368755,5.361299,30.9558,28.7124,0.00,0.00
2676615.65179,23/03/2616 03:39,5.872901,4.940301,33.5694,70.2774,0.00,0.00
2684155.32951,12/11/2636 19:54,5.850134,5.226890,33.7001,40.1166,0.00,0.00
2691120.77228,09/12/2655 06:32,5.250688,5.360254,37.5475,38.0601,0.00,0.00
2691182.01852,08/02/2656 12:27,4.470677,5.377281,44.0985,37.1546,0.00,0.00
2691323.68489,29/06/2656 04:26,5.799892,5.411494,33.9920,40.1458,0.00,0.00
2698252.47773,18/06/2675 23:28,5.449211,4.940329,36.1796,70.9893,0.00,0.00
2705785.35817,01/02/2696 20:36,6.123587,5.240179,32.1952,28.2060,0.00,0.00
2712971.59163,07/10/2715 02:12,6.344906,5.407819,31.0722,47.9581,0.00,0.00
2720104.28403,17/04/2735 18:49,5.922472,4.947670,33.2885,73.2968,0.00,0.00
2727639.46579,03/12/2755 23:11,5.858382,5.169858,33.6526,22.3591,0.00,0.00
2734843.92608,25/08/2775 10:14,6.301109,5.444213,31.2881,57.5750,0.00,0.00
2741749.95828,22/07/2794 10:60,5.223939,4.946300,37.7397,71.0422,0.00,0.00
2741892.01316,11/12/2794 12:19,4.097221,4.963759,48.1180,77.1828,0.00,0.00
2741934.57966,23/01/2795 01:55,4.643918,4.971215,42.4534,78.1620,0.00,0.00
2749270.77813,23/02/2815 06:41,6.013610,5.183117,32.7840,9.9462,0.00,0.00
2756490.93787,30/11/2834 10:31,5.977012,5.441365,32.9847,62.7918,0.00,0.00
2763602.15362,20/05/2854 15:41,5.979954,4.971928,32.9685,69.1037,0.00,0.00
2771126.16274,25/12/2874 15:54,5.885154,5.112927,33.4995,2.3090,0.00,0.00
2778361.27959,16/10/2894 18:43,6.459981,5.459415,30.5187,68.1608,0.00,0.00
2785284.38475,30/09/2913 21:14,4.439944,4.975684,44.4037,65.1819,0.00,0.00
2785298.29600,14/10/2913 19:06,4.265488,4.978418,46.2198,65.8948,0.00,0.00
2785458.81988,24/03/2914 07:41,5.389759,5.016744,36.5786,68.8505,0.00,0.00
2792758.90931,19/03/2934 09:49,5.869880,5.125003,33.5867,9.7222,0.00,0.00
2800232.04180,03/09/2954 13:00,6.055406,5.456984,32.5577,73.7594,0.00,0.00
2807108.53272,02/07/2973 00:47,5.946701,5.013000,33.1528,57.0913,0.00,0.00
2814613.82650,18/01/2994 07:50,5.909000,5.059061,33.3644,18.2587,0.00,0.00
